scenario,year,DA,motor
healthy,7.4230769230769225,0.9633207827896774,0.054625200091854495
healthy,7.442307692307692,0.9632275278322613,0.05462525525093284
healthy,7.461538461538461,0.9631342819024581,0.05462531082598606
healthy,7.480769230769231,0.9630410449993939,0.05462536681903189
healthy,7.5,0.9629478171221948,0.0546254232320922
healthy,7.519230769230769,0.9628545982699871,0.05462548006719311
healthy,7.538461538461538,0.9627613884418968,0.054625537326364874
healthy,7.5576923076923075,0.962668187637051,0.054625595011642034
healthy,7.576923076923077,0.9625749958545755,0.05462565312506316
healthy,7.596153846153846,0.962481813093597,0.05462571166867133
healthy,7.615384615384615,0.9623886393532426,0.05462577064451323
healthy,7.634615384615384,0.9622954746326386,0.054625830054640355
healthy,7.653846153846152,0.9622023189309122,0.054625889901107824
healthy,7.673076923076922,0.9621091722471901,0.05462595018597535
healthy,7.692307692307691,0.9620160345806033,0.05462601091130543
healthy,7.711538461538462,0.9619229059302714,0.05462607207916906
healthy,7.730769230769231,0.9618297862953246,0.05462613369163504
healthy,7.75,0.9617366756748905,0.05462619575078047
healthy,7.769230769230769,0.9616435740680968,0.0546262582586856
healthy,7.788461538461538,0.9615504814740707,0.05462632121743488
healthy,7.8076923076923075,0.9614573978919442,0.05462638462911649
healthy,7.826923076923077,0.9613643233208361,0.0546264484958237
healthy,7.846153846153846,0.9612712577598782,0.05462651281965267
healthy,7.865384615384615,0.9611782012081986,0.05462657760270432
healthy,7.884615384615384,0.9610851536649251,0.054626642847083774
healthy,7.903846153846152,0.9609921151291855,0.05462670855489992
healthy,7.923076923076922,0.960899085600108,0.054626774728266
healthy,7.942307692307691,0.9608060650768205,0.05462684136929917
healthy,7.961538461538462,0.9607130535584514,0.05462690848012075
healthy,7.980769230769231,0.9606200510441288,0.054626976062856256
healthy,8.0,0.9605270575329811,0.05462704411963503
healthy,8.019230769230768,0.9604340730241367,0.054627112652590716
healthy,8.038461538461538,0.9603410975167246,0.05462718166386087
healthy,8.057692307692307,0.9602481310098726,0.054627251155587274
healthy,8.076923076923077,0.9601551735027098,0.054627321129915724
healthy,8.096153846153845,0.960062224994365,0.05462739158899578
healthy,8.115384615384615,0.9599692854839669,0.05462746253498157
healthy,8.134615384615383,0.9598763549706448,0.05462753397003081
healthy,8.153846153846153,0.9597834334535275,0.05462760589630559
healthy,8.173076923076922,0.9596905209317442,0.05462767831597181
healthy,8.192307692307692,0.9595976174044264,0.05462775123119686
healthy,8.211538461538462,0.9595047228707008,0.054627824644162604
healthy,8.230769230769232,0.9594118373296947,0.05462789855703931
healthy,8.25,0.9593189607805398,0.054627972972011676
healthy,8.269230769230768,0.9592260932223655,0.0546280478912658
healthy,8.288461538461538,0.9591332346543062,0.05462812331699213
healthy,8.307692307692307,0.9590403850754827,0.05462819925138476
healthy,8.326923076923077,0.9589475444850293,0.0546282756966404
healthy,8.346153846153845,0.9588547128820754,0.054628352654961534
healthy,8.365384615384615,0.958761890265751,0.05462843012855576
healthy,8.384615384615383,0.9586690766351866,0.05462850811963236
healthy,8.403846153846153,0.9585762719895122,0.05462858663040522
healthy,8.423076923076922,0.9584834763278577,0.05462866566309252
healthy,8.442307692307692,0.9583906896493577,0.054628745219914766
healthy,8.461538461538462,0.9582979119531351,0.05462882530310335
healthy,8.480769230769232,0.958205143238323,0.05462890591488159
healthy,8.5,0.9581123835040528,0.054628987057484854
healthy,8.519230769230768,0.9580196327494549,0.05462906873315332
healthy,8.538461538461538,0.9579268909736605,0.054629150944127486
healthy,8.557692307692307,0.9578341581758033,0.05462923369265135
healthy,8.576923076923077,0.9577414343550084,0.05462931698098012
healthy,8.596153846153845,0.9576487195104082,0.054629400811361764
healthy,8.615384615384615,0.9575560136411351,0.05462948518605578
healthy,8.634615384615383,0.9574633167463199,0.054629570107323604
healthy,8.653846153846153,0.9573706288250938,0.054629655577430526
healthy,8.673076923076922,0.9572779498765882,0.054629741598646
healthy,8.692307692307692,0.9571852798999345,0.054629828173243175
healthy,8.711538461538462,0.9570926188942686,0.054629915303498144
healthy,8.730769230769232,0.9569999668587135,0.054630002991694744
healthy,8.75,0.9569073237924046,0.054630091240115114
healthy,8.769230769230768,0.9568146896944743,0.05463018005104905
healthy,8.788461538461538,0.9567220645640538,0.054630269426789176
healthy,8.807692307692307,0.9566294484002755,0.05463035936963165
healthy,8.826923076923077,0.9565368412022753,0.05463044988187814
healthy,8.846153846153845,0.9564442429691772,0.05463054096583195
healthy,8.865384615384615,0.956351653700117,0.05463063262380147
healthy,8.884615384615383,0.9562590733942273,0.054630724858098764
healthy,8.903846153846153,0.9561665020506414,0.05463081767103755
healthy,8.923076923076922,0.9560739396684927,0.05463091106494445
healthy,8.942307692307692,0.9559813862469084,0.05463100504213632
healthy,8.96153846153846,0.9558888417850243,0.0546310996049429
healthy,8.980769230769232,0.955796306281973,0.05463119475569542
healthy,9.0,0.9557037797368871,0.05463129049672916
healthy,9.019230769230768,0.9556112621488997,0.05463138683038302
healthy,9.038461538461538,0.9555187535171434,0.054631483758999885
healthy,9.057692307692307,0.9554262538407516,0.054631581284926435
healthy,9.076923076923077,0.9553337631188573,0.05463167941051305
healthy,9.096153846153845,0.9552412813505933,0.05463177813811408
healthy,9.115384615384615,0.955148808535093,0.05463187747008769
healthy,9.134615384615383,0.9550563446714898,0.05463197740879572
healthy,9.153846153846153,0.954963889758917,0.05463207795660379
healthy,9.173076923076922,0.9548714437965082,0.05463217911588157
healthy,9.192307692307692,0.9547790067833968,0.054632280889002245
healthy,9.21153846153846,0.9546865787187182,0.054632383278340184
healthy,9.230769230769232,0.9545941596016062,0.05463248628628459
healthy,9.25,0.9545017494311899,0.05463258991521172
healthy,9.269230769230768,0.954409348206606,0.05463269416751287
healthy,9.288461538461538,0.9543169559269928,0.05463279904557885
healthy,9.307692307692307,0.9542245725914772,0.05463290455180953
healthy,9.326923076923077,0.9541321981991954,0.05463301068860077
