id,onset_years,diagnosis_DA,arm,DA_18mo,motor_18mo,loss_mito,loss_inflam,loss_proteo
18,11.833850636513368,0.6792102522891014,A_60,0.6609559872408607,0.11402983996137077,0.0012332838904381622,0.007959321196465783,0.009061659961351562
18,11.833850636513368,0.6792102522891014,B_10,0.6529760331595829,0.12233004630979302,0.0014513472491046737,0.009835467081632746,0.014947404798785906
18,11.833850636513368,0.6792102522891014,B_30,0.6564592054567085,0.11863504987467449,0.0013546876628999624,0.009059412892904406,0.012336946276588377
18,11.833850636513368,0.6792102522891014,B_60,0.6586872359409056,0.11631284901954438,0.0012942255578328166,0.008529617954873055,0.010699172835499446
19,8.069260699221752,0.6697153739675701,placebo,0.6267937051788229,0.14693700187138645,0.012708304216824885,0.01507193851614995,0.01514142605575809
19,8.069260699221752,0.6697153739675701,A_10,0.636628431242379,0.13583521018668238,0.00966776492935384,0.01260565901826101,0.010813518777575633
19,8.069260699221752,0.6697153739675701,A_30,0.6415063128237316,0.13056101001612702,0.008434423513720805,0.011258593622677244,0.008516044007457342
19,8.069260699221752,0.6697153739675701,A_60,0.6436958468204151,0.12830394209016924,0.00792051364536987,0.010620031117647042,0.007478982384169431
19,8.069260699221752,0.6697153739675701,B_10,0.6323972818471626,0.1405594529945658,0.010866935842332821,0.013702611317864833,0.012748544960212702
19,8.069260699221752,0.6697153739675701,B_30,0.6374223911041098,0.13496121345178677,0.009457367691104435,0.012392883656514992,0.010442731515854295
19,8.069260699221752,0.6697153739675701,B_60,0.6405592416197603,0.13156382624718077,0.008663602694857934,0.011527936845292696,0.00896459280766758
21,0.8107573890831912,0.4503947565376347,placebo,0.23269927333045287,0.6052403983843619,0.13764874022089496,0.029338994891585087,0.05070774809470159
21,0.8107573890831912,0.4503947565376347,A_10,0.23389247145537617,0.5985994095197651,0.1378788947045017,0.02782935295945529,0.05079403741829536
21,0.8107573890831912,0.4503947565376347,A_30,0.23540651718062985,0.591806668003004,0.13817347078621123,0.025918586481076488,0.050896182089733795
21,0.8107573890831912,0.4503947565376347,A_60,0.236829337091691,0.5862097725465009,0.13842605125857638,0.02418050333915859,0.05095886484825325
21,0.8107573890831912,0.4503947565376347,B_10,0.23320678597591893,0.6022336361181093,0.13774612820431964,0.028697352762065524,0.05074448959534162
21,0.8107573890831912,0.4503947565376347,B_30,0.23406820628759764,0.5977366447751359,0.13791321690596728,0.02760669751182822,0.050806635832260146
21,0.8107573890831912,0.4503947565376347,B_60,0.23500559790163122,0.5934869541667456,0.13809640331833326,0.02642160333953547,0.050871151978157066
22,7.480047939298124,0.667387759822815,placebo,0.6213669787423276,0.15105088939528194,0.010160685729559447,0.011161905235642687,0.02469819011530276
22,7.480047939298124,0.667387759822815,A_10,0.6279083137788817,0.1441264497813543,0.0083663027464789,0.010148185454230817,0.020964957843229232
22,7.480047939298124,0.667387759822815,A_30,0.633664194006911,0.13820345161940387,0.007087612495768743,0.009214947537441861,0.01742100578269196
22,7.480047939298124,0.667387759822815,A_60,0.6371849422966888,0.13468380855756643,0.0064037023750518835,0.008617987957883865,0.01518112719318889
22,7.480047939298124,0.667387759822815,B_10,0.6245102476682775,0.14770041924688043,0.009244405555540916,0.010680130785118806,0.022952975813874173
22,7.480047939298124,0.667387759822815,B_30,0.6286865386999401,0.14331551325324168,0.008179416143529942,0.010024569848441323,0.020497235130890898
22,7.480047939298124,0.667387759822815,B_60,0.6323434873551025,0.13954624326688816,0.007361463806347131,0.009433277692214932,0.018249530969149393
23,0.9767668526324413,0.4854062030920138,placebo,0.28054151045155223,0.5067585265333625,0.18080393391190425,0.010677364371312953,0.013383394357245382
23,0.9767668526324413,0.4854062030920138,A_10,0.2952796041658505,0.483246763971079,0.17422969274780845,0.008291684336977714,0.0076052218413811285
23,0.9767668526324413,0.4854062030920138,A_30,0.30085108048683123,0.47448139811898776,0.17157754647230003,0.007322421509348978,0.005655154623538734
23,0.9767668526324413,0.4854062030920138,A_60,0.30314447439235725,0.4709308331127029,0.17046604614608835,0.006904888207159807,0.004890794346417664
23,0.9767668526324413,0.4854062030920138,B_10,0.28967948476167527,0.4921479561720502,0.17680377220930696,0.009218864975386981,0.009704081145641906
