scenario,day,CL_n,CL_ox,CL_ext,ALCAT1,TAZ,aSyn_mono,aSyn_olig,aSyn_ext,CI_activity,SC_integrity,dpsi,ATP,mPTP_open,mROS,SOD2_act,GPx4_act,PINK1_act,mito_damage,DA_neuron,MG_active,TNF,IL1b,Motor_score,D_mito,D_inflam,D_proteo
healthy,7.0,0.9077885667413732,0.0548358365979192,0.0019424333375499957,0.10624475794935367,0.8936792830593561,0.9488443531041015,0.055324215676488916,0.0027662107838244804,0.9478332343743472,0.9706824976756031,0.9587311669340117,0.9434762263857925,0.019207165151719482,0.10698710078055107,0.8237407341227323,0.6514931718351563,0.20205733777845836,0.0664609308029409,0.9983933073437329,0.12767155962430612,0.2034050414849522,0.16072694904845217,0.05461979859309292,0.0005839828480313201,0.0008761357747161143,0.00014657403351985116
healthy,7.5,0.9077885667408782,0.05483583659788572,0.0019424333375487543,0.10624475794935365,0.893679283059356,0.9488443531041021,0.05532421567648816,0.0027662107838244414,0.9478332343743475,0.9706824976756053,0.9587311669340117,0.9434762263857928,0.019207165151719448,0.10698710078055104,0.8237407341227323,0.6514931718351564,0.2020573377784216,0.06646093080294133,0.9982786424130712,0.127671559624305,0.2034050414849505,0.16072694904845095,0.05461979859768926,0.0006256599867895965,0.0009386630088241044,0.00015703459131526275
healthy,8.0,0.9077885667404234,0.05483583659785498,0.0019424333375476148,0.10624475794935362,0.8936792830593558,0.9488443531041029,0.05532421567648747,0.002766210783824405,0.9478332343743479,0.9706824976756073,0.9587311669340115,0.943476226385793,0.019207165151719406,0.10698710078055101,0.8237407341227322,0.6514931718351564,0.20205733777838664,0.06646093080294177,0.9981639906514908,0.127671559624304,0.2034050414849491,0.16072694904844975,0.05461979860341685,0.0006673323389960741,0.0010011830617806538,0.00016749394773257458
healthy,8.5,0.9077885667400069,0.05483583659782681,0.0019424333375465703,0.10624475794935359,0.893679283059356,0.9488443531041033,0.055324215676486835,0.0027662107838243707,0.9478332343743481,0.9706824976756089,0.9587311669340113,0.9434762263857932,0.01920716515171937,0.10698710078055097,0.8237407341227323,0.6514931718351565,0.2020573377783558,0.0664609308029423,0.9980493520575672,0.12767155962430302,0.20340504148494792,0.16072694904844856,0.05461979861043365,0.000708999905168547,0.0010636959343625965,0.00017795210290174788
healthy,9.0,0.9077885667396246,0.05483583659780096,0.0019424333375456123,0.10624475794935359,0.893679283059356,0.9488443531041036,0.05532421567648626,0.0027662107838243386,0.9478332343743483,0.9706824976756102,0.9587311669340111,0.9434762263857933,0.01920716515171934,0.10698710078055094,0.8237407341227323,0.6514931718351565,0.20205733777832907,0.06646093080294285,0.9979347266297595,0.12767155962430213,0.20340504148494698,0.16072694904844745,0.05461979861891976,0.0007506626858670989,0.0011262016274102137,0.00018840905696335843
healthy,9.5,0.9077885667392743,0.05483583659777728,0.0019424333375447345,0.10624475794935358,0.8936792830593561,0.9488443531041036,0.05532421567648575,0.0027662107838243096,0.9478332343743485,0.9706824976756113,0.9587311669340112,0.9434762263857933,0.019207165151719333,0.10698710078055092,0.8237407341227324,0.6514931718351565,0.20205733777830703,0.06646093080294335,0.9978201143666018,0.1276715596243013,0.20340504148494606,0.16072694904844645,0.05461979862907222,0.0007923206816244678,0.0011887001417227603,0.0001988648100511183
healthy,10.0,0.9077885667389533,0.05483583659775557,0.0019424333375439298,0.10624475794935355,0.8936792830593561,0.9488443531041034,0.05532421567648529,0.002766210783824283,0.9478332343743487,0.9706824976756125,0.9587311669340115,0.9434762263857933,0.019207165151719333,0.10698710078055092,0.8237407341227324,0.6514931718351565,0.2020573377782882,0.06646093080294375,0.9977055152665818,0.12767155962430052,0.20340504148494515,0.1607269490484456,0.054619798641096624,0.0008339738929903458,0.0012511914781249255,0.0002093193623029949
healthy,10.5,0.9077885667386592,0.054835836597735686,0.0019424333375431925,0.10624475794935354,0.8936792830593561,0.9488443531041035,0.055324215676484864,0.0027662107838242597,0.947833234374349,0.9706824976756137,0.9587311669340118,0.9434762263857933,0.019207165151719337,0.1069871007805509,0.8237407341227325,0.6514931718351566,0.20205733777826998,0.06646093080294403,0.9975909293282014,0.12767155962429982,0.20340504148494418,0.1607269490484448,0.054619798655223276,0.0008756223205092776,0.0013136756374336784,0.00021977271385566368
healthy,11.0,0.9077885667383896,0.05483583659771747,0.0019424333375425169,0.10624475794935351,0.8936792830593562,0.9488443531041036,0.055324215676484476,0.002766210783824239,0.9478332343743493,0.9706824976756148,0.9587311669340121,0.9434762263857935,0.01920716515171934,0.10698710078055089,0.8237407341227325,0.6514931718351566,0.20205733777825213,0.06646093080294421,0.9974763565499539,0.12767155962429919,0.20340504148494323,0.16072694904844417,0.05461979867168086,0.0009172659647288958,0.0013761526204706192,0.0002302248648465753
healthy,11.5,0.9077885667381427,0.054835836597700784,0.001942433337541898,0.10624475794935351,0.8936792830593561,0.948844353104104,0.0553242156764841,0.0027662107838242194,0.9478332343743494,0.9706824976756158,0.9587311669340121,0.9434762263857936,0.019207165151719337,0.10698710078055089,0.8237407341227325,0.6514931718351566,0.20205733777823368,0.06646093080294439,0.9973617969303281,0.12767155962429863,0.20340504148494234,0.16072694904844356,0.054619798690721665,0.0009589048261984722,0.0014386224280598073,0.00024067581541359164
healthy,12.0,0.9077885667379163,0.05483583659768549,0.001942433337541331,0.10624475794935351,0.893679283059356,0.9488443531041044,0.05532421567648374,0.002766210783824202,0.9478332343743497,0.9706824976756169,0.9587311669340118,0.9434762263857938,0.01920716515171932,0.10698710078055089,0.8237407341227325,0.6514931718351568,0.20205733777821566,0.06646093080294459,0.997247250467816,0.12767155962429813,0.20340504148494154,0.16072694904844298,0.0546197987125977,0.00100053890546615,0.0015010850610236099,0.0002511255656942913
healthy,12.5,0.907788566737709,0.05483583659767148,0.0019424333375408116,0.10624475794935351,0.8936792830593561,0.9488443531041046,0.05532421567648342,0.002766210783824186,0.9478332343743499,0.9706824976756177,0.9587311669340117,0.9434762263857939,0.019207165151719306,0.10698710078055088,0.8237407341227325,0.6514931718351568,0.20205733777819987,0.06646093080294488,0.9971327171609041,0.12767155962429766,0.2034050414849409,0.16072694904844242,0.05461979873758115,0.0010421682030819933,0.0015635405201872747,0.0002615741158267351
healthy,13.0,0.907788566737519,0.05483583659765863,0.0019424333375403354,0.1062447579493535,0.8936792830593561,0.9488443531041046,0.05532421567648313,0.0027662107838241708,0.94783323437435,0.9706824976756184,0.9587311669340116,0.943476226385794,0.01920716515171928,0.10698710078055083,0.8237407341227325,0.6514931718351568,0.20205733777818646,0.06646093080294518,0.9970181970080825,0.12767155962429722,0.20340504148494035,0.1607269490484419,0.0546197987659485,0.0010837927195947753,0.0016259888063741143,0.00027202146594866003
healthy,13.5,0.9077885667373449,0.05483583659764686,0.001942433337539899,0.10624475794935347,0.8936792830593562,0.9488443531041048,0.05532421567648287,0.0027662107838241565,0.9478332343743501,0.9706824976756191,0.9587311669340117,0.943476226385794,0.01920716515171927,0.1069871007805508,0.8237407341227326,0.6514931718351568,0.202057337778176,0.06646093080294548,0.9969036900078391,0.1276715596242968,0.20340504148493987,0.1607269490484414,0.05461979879799551,0.0011254124555541358,0.0016884299204087396,0.0002824676161980201
healthy,14.0,0.9077885667371853,0.05483583659763607,0.001942433337539499,0.10624475794935344,0.8936792830593562,0.9488443531041046,0.05532421567648266,0.0027662107838241435,0.9478332343743502,0.9706824976756196,0.9587311669340121,0.9434762263857939,0.019207165151719267,0.10698710078055076,0.8237407341227326,0.6514931718351568,0.20205733777816745,0.0664609308029457,0.9967891961586635,0.12767155962429638,0.20340504148493943,0.16072694904844095,0.05461979883402342,0.001167027411509088,0.0017508638631148234,0.00029291256671261243
healthy,14.5,0.9077885667370391,0.054835836597626184,0.0019424333375391328,0.10624475794935342,0.8936792830593562,0.9488443531041046,0.05532421567648244,0.0027662107838241313,0.9478332343743503,0.9706824976756202,0.9587311669340122,0.943476226385794,0.01920716515171927,0.10698710078055076,0.8237407341227326,0.6514931718351569,0.20205733777815896,0.06646093080294581,0.9966747154590447,0.12767155962429605,0.203405041484939,0.16072694904844056,0.05461979887435379,0.0012086375880087888,0.001813290635316252,0.0003033563176302702
healthy,15.0,0.9077885667369052,0.05483583659761712,0.001942433337538797,0.10624475794935341,0.8936792830593562,0.9488443531041046,0.055324215676482255,0.0027662107838241196,0.9478332343743503,0.9706824976756208,0.9587311669340124,0.9434762263857941,0.019207165151719278,0.10698710078055078,0.8237407341227326,0.651493171835157,0.20205733777815033,0.06646093080294586,0.9965602479074723,0.12767155962429572,0.20340504148493857,0.16072694904844023,0.054619798919312304,0.0012502429856022204,0.001875710237836651,0.00031379886908878245
